rev_Mean,mou_Mean,totmrc_Mean,roam_Mean,change_mou,change_rev,churn,months,uniqsubs,actvsubs,new_cell,totcalls,totmou,totrev,area,phones,hnd_webcap,income,creditcd,Customer_ID
"25,87","22,5",24,0,"25,5","4,89",1,49,1,1,Y,574,"1284,07","1194,4",MIDWEST AREA,1,NA,3,Y,1000534
"142,77","1127,75","59,99","17,705","-4,75","15,32",0,53,1,1,N,9249,27541,"2719,53",NEW YORK CITY AREA,5,WCMB,6,Y,1000535
"41,705",280,"34,535",0,-280,"-21,715",1,49,1,1,U,45016,"112829,5233","7365,11",SOUTH FLORIDA AREA,4,NA,7,Y,1000536
"30,27","204,25",30,0,"-23,25","-0,27",0,47,4,4,Y,6609,"9826,016667","1516,58",MIDWEST AREA,4,WCMB,,N,1000537
"135,985","2241,25",80,0,"344,75","13,755",0,53,5,4,N,33331,"86906,16667","6318,17",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000538
"36,53","59,75","34,99","1,225","-28,75","1,44",1,47,1,1,Y,1380,4063,"1757,03",DALLAS AREA,4,WC,8,Y,1000539
"71,0125","711,5","59,99",0,"-381,5","-20,0325",0,51,2,1,N,8055,"16635,06667","2533,79",DALLAS AREA,2,WC,6,Y,1000540
"114,9325","995,75",75,"9,72","-230,75","-36,9625",1,51,3,3,N,28697,"63723,41333","4674,43",CENTRAL/SOUTH TEXAS AREA,4,NA,7,Y,1000541
"121,07","743,25","49,99","9,195","19,75","22,55",1,47,2,1,U,15872,"26508,17","4152,84",TENNESSEE AREA,4,NA,8,Y,1000542
"78,2225","1273,25",75,0,"40,75","-1,2725",0,49,2,2,N,38593,84072,"4667,09",MIDWEST AREA,8,NA,6,Y,1000543
"104,4975",623,75,0,833,"-3,3275",0,47,1,1,U,16973,"45026,58667","4535,21",SOUTH FLORIDA AREA,8,WCMB,9,Y,1000544
"57,0125","383,75","49,99","6,5725","42,25","6,7575",0,47,1,1,N,9112,18457,"2691,64",DALLAS AREA,4,WCMB,7,Y,1000545
"211,88",2762,"94,3525",0,-31,"53,69",1,49,1,1,U,26346,"64006,32","4986,14",SOUTH FLORIDA AREA,5,WCMB,7,Y,1000546
"63,725",974,45,0,-144,"-15,605",0,49,3,2,N,12231,"29049,12333","2944,28",SOUTH FLORIDA AREA,5,WC,6,Y,1000547
"49,99","513,5","59,99",0,"136,5",0,0,53,1,1,Y,4663,19520,"2551,64",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,7,Y,1000548
"48,3325",7,"48,3325",0,-6,"1,6675",0,53,1,1,N,8276,"15337,20667","2690,06",OHIO AREA,4,NA,6,Y,1000549
"157,015","2041,75","84,99",0,"-278,75","-34,685",1,49,2,2,U,24561,"54491,14","5121,28",SOUTH FLORIDA AREA,3,WC,6,Y,1000550
"83,475",827,80,0,195,"-0,225",0,53,1,1,U,22739,35653,"4549,79",SOUTH FLORIDA AREA,11,WC,3,N,1000551
"32,44",95,"29,99",0,-20,"-2,45",1,51,1,1,U,2274,"5426,036667","1821,17",NEW ENGLAND AREA,2,WCMB,9,Y,1000552
"92,4175","1180,5",80,0,"347,5","3,1625",1,53,1,1,N,67034,"121809,02","8034,34",SOUTH FLORIDA AREA,8,WCMB,9,Y,1000553
50,0,50,0,0,0,1,51,1,1,Y,5133,"12525,13","2628,09",OHIO AREA,1,NA,8,Y,1000554
"84,1625","1038,5",50,0,"231,5","18,7175",1,49,3,3,Y,33561,"53811,02","4206,36",NORTHWEST/ROCKY MOUNTAIN AREA,3,NA,,N,1000555
"84,66","1642,75",80,0,"0,25","-2,47",0,51,2,1,Y,33152,"56762,05667","4295,59",SOUTH FLORIDA AREA,6,WC,,N,1000556
"53,4975",35,50,0,-35,"-0,2475",1,51,1,1,Y,4050,"10162,15333","3517,1",NEW YORK CITY AREA,1,NA,,N,1000557
"117,9775","1176,75","49,91",0,"-448,75","-36,0075",1,51,1,1,N,2060,10639,"1429,06",DALLAS AREA,3,WCMB,8,Y,1000558
"75,0875","777,75","94,99",0,"-93,75","-0,0975",0,53,2,2,Y,15769,31632,"3484,73",NORTHWEST/ROCKY MOUNTAIN AREA,7,WCMB,5,Y,1000559
"110,645","2330,75",80,0,"564,25","-2,985",0,49,1,1,N,44998,"87989,71667","3892,02",SOUTH FLORIDA AREA,9,WCMB,7,Y,1000560
"50,3175",675,"49,91",0,198,"20,1225",0,47,2,2,N,5873,11253,"1458,96",DALLAS AREA,5,WCMB,2,Y,1000561
"100,8325","2486,75",80,0,"-547,75","-17,9225",0,51,1,1,U,47937,"100104,4333","4683,77",SOUTH FLORIDA AREA,13,WCMB,,N,1000562
"95,2975","894,25","51,9025","28,3775","145,75","-10,0375",1,47,2,2,N,9154,"24634,14","3143,26",MIDWEST AREA,6,WCMB,,N,1000563
"36,4875","104,5","44,99",0,"-3,5","-1,4975",0,49,1,1,Y,8099,"18393,18667","3350,57",GREAT LAKES AREA,3,WCMB,9,Y,1000564
"104,2925",1005,"104,99","3,6875",-145,"1,9375",0,51,1,1,Y,7028,23229,"2971,12",GREAT LAKES AREA,3,WCMB,,,1000565
"95,2675","815,25","94,99",0,"-350,25","-7,0275",0,47,2,2,N,11646,"30114,22","3140,83",SOUTH FLORIDA AREA,5,WCMB,5,N,1000566
"65,5675",393,"54,99",0,-316,"-6,4675",1,53,1,1,N,14204,"34535,42","3811,69",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,6,Y,1000567
"79,8425","595,5","74,99",0,"-38,5","-0,8925",0,53,1,1,N,14404,"30396,27667","4153,87",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000568
"55,335","144,25","54,7",0,"-137,25","-55,335",1,51,2,2,N,13193,"29870,38","6735,23",SOUTH FLORIDA AREA,9,WCMB,9,Y,1000569
"349,7325","3251,75","207,49","1,915","-434,75","-144,3025",0,47,3,3,N,25451,81269,"11529,73",DALLAS AREA,5,WCMB,9,Y,1000570
"93,055","2007,75",80,0,"-350,75","-12,055",0,47,5,5,Y,25139,"42809,28333","3996,19",SOUTH FLORIDA AREA,4,WCMB,6,N,1000571
"300,2175","4830,25",80,0,"-932,25","-74,9875",0,51,5,5,Y,98874,"173608,37","10159,28",SOUTH FLORIDA AREA,7,WCMB,6,N,1000572
"163,385","1054,5","31,3575","0,0975","-917,5","-67,375",0,49,2,1,N,20991,"41748,08667","3723,07",SOUTH FLORIDA AREA,3,WCMB,5,Y,1000573
"81,225","227,75","59,99",0,"30,25","98,235",1,53,2,2,N,3611,"10012,05","2945,3",SOUTH FLORIDA AREA,4,UNKW,9,Y,1000574
"63,3775","885,25","66,0375",0,"-473,25","-11,8275",0,51,3,1,N,24995,"45221,15","3811,45",SOUTH FLORIDA AREA,5,WCMB,7,Y,1000575
"39,99","213,5","39,99",0,"149,5",0,0,53,1,1,N,17773,44883,"3663,01",SOUTH FLORIDA AREA,4,WCMB,5,Y,1000576
"155,1925","1350,5",75,0,"-359,5","74,2375",1,47,1,1,U,21871,"50592,21667","4083,46",SOUTH FLORIDA AREA,10,WCMB,6,Y,1000577
"33,8475",323,"24,995","0,4875",-323,"-83,8375",1,47,1,1,N,17174,"40411,44333","3822,34",SOUTH FLORIDA AREA,5,WC,5,Y,1000578
"31,26","163,5",30,0,"38,5","0,72",1,47,2,2,N,5594,"9840,05","1964,99",PHILADELPHIA AREA,1,NA,9,Y,1000579
"51,365","449,25","49,9975","0,5175","85,75","-0,285",0,51,1,1,N,3738,17146,"2583,37",MIDWEST AREA,3,WCMB,3,Y,1000580
"20,99",27,"19,99",0,-2,-1,1,49,1,1,N,4245,"8407,04","1997,05",GREAT LAKES AREA,1,NA,7,Y,1000581
"84,515","851,5","79,99",0,"84,5","0,225",0,51,3,3,N,32095,"59696,04","4081,34",SOUTH FLORIDA AREA,5,WCMB,,,1000582
"93,975",1218,"114,99",0,-114,"7,755",1,49,4,2,N,11015,29424,"3121,4",DALLAS AREA,7,WCMB,1,Y,1000583
"109,4925","1637,75",83,"0,235","-402,75","-18,3125",0,49,1,1,N,24436,"61794,20667","4694,59",CHICAGO AREA,3,WCMB,4,Y,1000584
"4,75",0,5,0,0,0,1,53,1,1,N,11473,"25240,24","2833,83",DALLAS AREA,3,NA,6,Y,1000585
"111,135","1310,5","84,99",0,"213,5","47,325",0,49,1,1,Y,18025,"51725,01667","6019,38",MIDWEST AREA,8,WC,9,Y,1000586
"30,26","39,5","29,99",0,"-11,5","-0,27",1,47,1,1,N,625,1042,"1109,78",SOUTH FLORIDA AREA,1,NA,6,Y,1000587
"144,2325","1332,75","92,4475","1,75","93,25","-58,3325",0,53,1,1,N,16960,"56143,74333","5669,57",SOUTHWEST AREA,3,WCMB,7,Y,1000588
"111,1275",1544,58,0,93,"-9,7675",0,49,1,1,N,26317,"55509,17","4023,34",CENTRAL/SOUTH TEXAS AREA,11,WCMB,4,Y,1000589
"22,0225","23,25","19,99",0,"-23,25","-2,0325",1,47,3,2,U,25539,"51687,07","3421,68",HOUSTON AREA,4,WC,7,Y,1000590
"30,2225",43,"19,99","0,64",62,"21,7875",1,47,3,1,N,20980,"39549,32","3601,45",MIDWEST AREA,4,NA,5,Y,1000591
"150,3625",1141,75,0,76,"49,1675",0,53,2,2,N,25361,"74316,11","8137,41",SOUTHWEST AREA,3,WC,7,Y,1000592
"102,47","1655,5","84,99",0,"-444,5","-26,49",0,51,1,1,N,14057,"48337,01667","4537,7",MIDWEST AREA,4,WCMB,6,Y,1000593
"34,99","109,5","44,99",0,"102,5",0,1,51,1,1,Y,1892,"10426,03667","2777,22",DALLAS AREA,4,WCMB,3,Y,1000594
"78,075",524,75,0,-81,"2,225",0,53,3,3,N,10362,27068,"4044,85",OHIO AREA,1,NA,,N,1000595
"151,8775",1321,"159,99","1,64",347,"-1,8875",1,49,1,1,N,8064,21608,"3580,72",SOUTH FLORIDA AREA,4,WCMB,5,N,1000596
"80,99",1055,75,0,53,-3,0,47,2,2,N,24820,"55926,03667","4358,49",MIDWEST AREA,2,NA,7,Y,1000597
"69,3175","415,25",55,0,"-121,25","-8,9675",1,47,1,1,N,9828,"25675,07","3584,17",SOUTH FLORIDA AREA,4,WCMB,4,Y,1000598
"29,99","164,75","29,99",0,"49,25",0,0,49,1,1,N,50636,"106760,3067","5766,82",SOUTH FLORIDA AREA,5,WC,,N,1000599
"89,05","1615,25",55,0,"36,75","4,35",1,51,1,1,Y,42014,69241,"4217,08",SOUTH FLORIDA AREA,7,WC,7,Y,1000600
"276,1525",1680,"100,87","0,16",-709,"-126,1625",0,53,2,2,N,11639,"40531,04","5670,9",TENNESSEE AREA,3,WCMB,7,Y,1000601
"40,08",213,"32,49",0,-22,"-1,35",0,49,2,2,N,3219,6011,"2374,47",DALLAS AREA,1,NA,8,Y,1000602
"75,675","309,5",75,0,"-144,5","-0,675",1,47,1,1,N,7371,36834,"3890,8",MIDWEST AREA,3,NA,9,Y,1000603
"82,0475","678,5",80,0,"24,5","0,2025",1,51,1,1,N,15885,"35932,07","4570,11",SOUTH FLORIDA AREA,5,WCMB,8,Y,1000604
"5,045",0,5,0,0,"-0,045",1,47,3,1,N,7273,"12000,03","1659,4",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,8,Y,1000605
"12,215","126,5",30,0,"-16,5","-12,215",0,47,2,2,Y,1990,3598,"1024,35",MIDWEST AREA,5,WCMB,7,Y,1000606
"40,2375",420,"39,99",0,-94,"-0,2475",0,53,1,1,Y,1614,6976,"1933,53",MIDWEST AREA,2,WCMB,,N,1000607
"53,425","77,25","29,95","23,475","-70,25","-23,475",1,53,1,1,Y,654,2180,"1685,05",DALLAS AREA,1,NA,6,Y,1000608
"53,7625","859,75","59,99",0,"17,25","-3,7725",0,53,1,1,Y,9722,24124,"2288,89",MIDWEST AREA,5,WCMB,7,Y,1000609
"43,6325",477,"29,99","0,16",-131,"-13,0025",0,47,1,1,Y,5003,10479,"1587,42",DALLAS AREA,7,WCMB,4,Y,1000610
"43,235","156,5","29,99","5,85","36,5","8,925",1,49,1,1,N,8352,"18053,22333","2496,43",OHIO AREA,2,WCMB,,,1000611
"97,8475","793,5",80,0,"-44,5","-5,7875",0,51,2,2,N,14422,47060,"5004,24",SOUTH FLORIDA AREA,7,WCMB,,N,1000612
"49,44",288,"49,7475",0,-283,"-49,44",1,49,2,1,U,7268,15468,"2747,2",MIDWEST AREA,4,WCMB,6,Y,1000613
"34,99","419,25","44,99",0,"-22,25",0,1,53,1,1,Y,6063,"22410,01667","2661,77",DALLAS AREA,3,WCMB,6,N,1000614
"92,2975","929,75","79,99",0,"351,25","5,7925",0,49,1,1,N,19748,"71211,89333","6088,13",SOUTH FLORIDA AREA,7,WCMB,1,Y,1000615
"84,4025","1861,75","82,95",0,"222,25","-1,4525",1,47,2,2,Y,33883,98733,"3912,51",SOUTHWEST AREA,2,WCMB,2,Y,1000616
"30,3225","93,5",30,0,"45,5","0,6675",1,53,1,1,Y,2691,7324,"2026,08",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,6,Y,1000617
"51,1825","312,25","59,99",0,"-46,25","-0,2025",0,47,1,1,N,11286,"23861,01667","2633,68",MIDWEST AREA,3,NA,9,Y,1000618
"45,7575","245,75","34,99",0,"-78,75","-5,0175",1,47,1,1,Y,7892,"18944,02","3030,71",NEW YORK CITY AREA,5,WC,,N,1000619
"138,965","694,75",50,"2,1475","197,25","84,125",0,49,1,1,N,9160,"29860,21","3993,82",SOUTH FLORIDA AREA,3,WCMB,9,Y,1000620
"43,6275","320,5","32,49",0,"15,5","0,3525",1,47,2,2,Y,4674,9779,"2250,76",HOUSTON AREA,5,WCMB,6,Y,1000621
"129,4525","1229,25",75,"0,4425","125,75","-52,0725",0,53,6,5,N,46579,"98624,09667","6319,58",SOUTHWEST AREA,9,WCMB,3,Y,1000622
"35,39","404,75","44,99",0,"-68,75","-0,4",1,53,2,2,N,5512,15799,3070,NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,,,1000623
"180,815","1412,5","74,99","1,615","119,5","27,115",0,47,2,1,N,27617,"59365,1","6824,98",SOUTHWEST AREA,9,WCMB,8,N,1000624
"65,5925","468,75","57,95",0,"-466,75","-7,6425",1,49,2,2,N,7858,"19496,07667","2520,04",SOUTHWEST AREA,1,NA,,,1000625
"44,23",175,"29,99",0,98,"1,95",1,51,1,1,N,27024,"51788,23667","3784,39",SOUTHWEST AREA,4,NA,9,Y,1000626
"25,0525","16,25","24,99",0,"33,75","0,1875",0,53,1,1,N,320,961,"1412,9",NEW ENGLAND AREA,1,NA,5,Y,1000627
"25,93",2,"16,99",0,-1,"-8,94",0,47,1,1,N,167,271,"873,84",PHILADELPHIA AREA,2,WCMB,7,Y,1000628
"55,3325","404,25","32,615",0,"190,75","56,5075",1,47,1,1,N,10181,21636,"1857,92",CENTRAL/SOUTH TEXAS AREA,5,WCMB,2,N,1000629
"236,0225","1493,5",70,"0,47","770,5","168,9575",0,47,2,2,N,21170,"82900,80333","15023,95",SOUTHWEST AREA,4,WCMB,6,Y,1000630
"84,805","1065,25","84,99","0,4175","-29,25","-8,825",0,53,1,1,N,23766,"51261,03667","5057,55",SOUTHWEST AREA,3,WCMB,8,Y,1000631
"110,7275","2119,25","90,9","3,0825","-294,25","27,0925",0,47,3,3,N,54383,"100425,34","5325,32",SOUTHWEST AREA,5,WCMB,7,Y,1000632
"60,53",0,"59,99",0,0,"-0,54",0,47,3,3,N,19197,"39549,09","5008,6",DALLAS AREA,2,NA,,,1000633
"81,3675","994,75",75,0,"42,25","-6,3675",0,49,3,2,N,19400,"45846,04","5118,9",SOUTHWEST AREA,5,WCMB,9,Y,1000634
"195,1575","2571,25","159,99",0,"-475,25","-33,9975",0,47,1,1,N,26348,"69136,21667","9140,86",SOUTH FLORIDA AREA,9,WCMB,9,Y,1000635
"101,1725","984,5","84,99",0,"-736,5","-22,5425",0,49,1,1,U,10311,"26603,04","4960,57",SOUTH FLORIDA AREA,14,WCMB,9,Y,1000636
"17,73","19,75","16,99",0,"-16,75","-0,74",1,51,1,1,N,1970,"4534,016667","1526,06",MIDWEST AREA,1,NA,6,Y,1000637
"122,72",1795,75,0,-193,"-19,9",0,47,1,1,Y,28059,"63372,45","5180,08",SOUTH FLORIDA AREA,6,WCMB,7,Y,1000638
"85,525","1022,75",85,0,"-30,75","-6,565",0,51,1,1,N,14270,"33926,03667","3764,89",NEW YORK CITY AREA,16,WCMB,9,Y,1000639
"44,54",72,"19,99",0,-72,"-24,55",1,49,1,1,N,57960,"87099,37","5163,61",ATLANTIC SOUTH AREA,11,WC,,N,1000640
"208,6075","2982,5",75,0,"-379,5","-49,5875",1,53,1,1,N,47241,"111541,4267","8118,26",SOUTHWEST AREA,9,WCMB,7,Y,1000641
"253,3975","2356,5",75,0,"-435,5","176,9825",0,47,1,1,N,35652,"88932,16667","5772,51",ATLANTIC SOUTH AREA,2,NA,6,Y,1000642
5,0,0,0,0,0,1,51,3,2,N,1904,6428,"996,71",CENTRAL/SOUTH TEXAS AREA,3,WC,6,Y,1000643
"70,33","666,75","49,99",0,"-127,75","-14,4",1,53,2,1,Y,11868,"22715,29","3526,73",MIDWEST AREA,4,NA,9,Y,1000644
"118,2275","847,75","71,4425",0,"57,25","3,5525",0,51,1,1,N,3355,10868,"2389,79",SOUTHWEST AREA,2,WCMB,8,Y,1000645
"20,18",8,20,0,-1,"-0,18",0,47,1,1,Y,386,936,"1031,32",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,4,Y,1000646
"183,9275","1961,75",50,0,"907,25","87,5125",1,51,1,1,Y,23097,"54985,03333","5039,67",SOUTHWEST AREA,1,NA,7,Y,1000647
"83,09","1711,75",45,0,"-213,75","8,44",0,47,3,3,N,41017,"69478,14333","4346,9",SOUTH FLORIDA AREA,5,WCMB,,N,1000648
"30,27","220,75",30,0,"15,25","-0,27",1,47,1,1,N,3386,"7093,07","1429,86",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,6,Y,1000649
"88,38","559,5",75,"0,2575","-559,5","-13,38",1,51,1,1,N,24836,"70317,17","4808,93",NORTHWEST/ROCKY MOUNTAIN AREA,3,WCMB,6,Y,1000650
"85,4925",1059,75,"6,7975",125,"6,2075",1,49,5,4,N,30479,"61245,27","4416,26",SOUTHWEST AREA,8,WCMB,,N,1000651
"559,79","6336,25",75,0,"135,75","97,26",0,51,2,2,Y,84073,"233419,0967","19754,85",PHILADELPHIA AREA,8,WCMB,7,Y,1000652
"83,36","1059,25",55,0,"-255,25","-18,19",1,47,1,1,N,20461,"48315,12333","5297,67",SOUTH FLORIDA AREA,4,WCMB,3,Y,1000653
"33,23","73,5","34,98",0,"-58,5",0,1,49,2,2,Y,2531,4533,"1770,43",TENNESSEE AREA,4,WC,7,Y,1000654
30,"118,75",30,0,"34,25",0,0,49,1,1,N,5797,22419,"2546,13",GREAT LAKES AREA,3,WC,6,Y,1000655
"37,265",329,"31,3275",0,463,"50,115",0,47,4,1,Y,23111,"41637,05","5184,39",NEW YORK CITY AREA,9,WCMB,1,N,1000656
"94,4275",728,"84,99",0,25,"-6,4475",0,47,1,1,Y,13479,"37411,03667","4198,98",MIDWEST AREA,3,WCMB,,N,1000657
"74,765","263,5",55,0,"-72,5","-18,775",0,53,5,3,N,19344,"49146,37667","5520,66",SOUTH FLORIDA AREA,4,WCMB,9,Y,1000658
"44,915","249,5",30,0,"11,5","-1,675",1,47,1,1,N,3673,"10544,87","2348,65",NORTHWEST/ROCKY MOUNTAIN AREA,2,NA,9,Y,1000659
"20,3325","25,75","19,9075",0,"-25,75","-0,3425",1,47,1,1,Y,6199,"15561,09667","2272,15",PHILADELPHIA AREA,3,NA,,N,1000660
80,0,80,0,0,0,1,53,7,3,N,21163,"47438,09667","4880,79",SOUTH FLORIDA AREA,6,NA,1,Y,1000661
"75,7325","410,75",50,"6,91","92,25","13,5275",0,49,1,1,N,5279,17794,"2858,47",DALLAS AREA,2,WCMB,,N,1000662
"81,7325","142,25",50,0,"-94,25","-30,7425",1,51,1,1,Y,2236,"4984,02","2770,58",DALLAS AREA,1,NA,9,Y,1000663
"41,0275","220,5","44,99",0,"100,5","18,1125",0,51,1,1,N,4507,"16186,10333","2655,88",NORTHWEST/ROCKY MOUNTAIN AREA,2,WCMB,,N,1000664
"96,3425","749,5","89,99",0,"91,5","3,3675",0,51,3,2,N,21227,"47147,71","4725,95",SOUTH FLORIDA AREA,10,WCMB,6,Y,1000665
"126,2075",395,"34,5875",0,-3,"-74,5875",0,49,1,1,Y,7084,13388,"3350,82",NORTHWEST/ROCKY MOUNTAIN AREA,4,WCMB,,,1000666
"58,5425","631,25",50,"1,1625","38,75","1,8975",1,47,7,6,N,11025,18819,"2576,54",SOUTHWEST AREA,7,WC,,N,1000667
"96,9825",1526,75,0,108,"-0,2325",1,53,1,1,Y,36592,"85527,02","4821,1",NORTHWEST/ROCKY MOUNTAIN AREA,5,WCMB,5,Y,1000668
"77,865","1567,25","54,99",0,"-96,25","15,375",0,49,1,1,N,28066,43535,"2916,7",MIDWEST AREA,4,WCMB,,N,1000669
"275,7175","2483,5","59,99",0,"-450,5","-110,9475",1,53,2,2,N,10386,"35642,12333","4735,41",NEW YORK CITY AREA,3,WCMB,3,Y,1000670
"91,3575",934,75,0,148,"7,3925",0,47,1,1,N,11301,"28095,09","3440,84",NORTHWEST/ROCKY MOUNTAIN AREA,3,NA,8,Y,1000671
"20,24",0,"16,99",0,0,0,0,49,2,1,U,721,"2039,016667","1075,41",MIDWEST AREA,1,NA,5,Y,1000672
"37,9375","124,25","29,99",0,"-20,25","-7,9475",0,53,1,1,Y,1303,"3207,036667","1448,59",OHIO AREA,1,NA,7,Y,1000673
"64,875","637,25",50,0,"-119,25","-7,885",0,51,1,1,Y,8702,"21804,24","3743,57",HOUSTON AREA,5,WCMB,9,Y,1000674
"62,125","764,75",50,0,"109,25","3,875",0,49,1,1,N,16901,25645,"2578,76",CENTRAL/SOUTH TEXAS AREA,6,WC,1,Y,1000675
"56,9025","165,75","69,99",0,"-23,75","-1,9125",0,47,3,3,N,3423,9204,"1823,58",DALLAS AREA,4,NA,4,Y,1000676
50,"203,75",50,0,"-60,75",0,1,51,1,1,Y,6544,"15467,02","2602,53",PHILADELPHIA AREA,2,WCMB,7,Y,1000677
"89,0875",1836,"94,99","0,0975",-216,"-0,8475",1,53,2,2,N,18175,62835,"4577,61",ATLANTIC SOUTH AREA,6,WCMB,3,Y,1000678
"33,25",144,30,0,-14,0,1,51,1,1,Y,3280,5891,"1559,76",MIDWEST AREA,2,NA,,N,1000679
"51,6875","176,5",50,0,"-176,5","-1,6875",1,47,6,1,U,18951,"47102,37","4281,97",NORTHWEST/ROCKY MOUNTAIN AREA,8,WC,,N,1000680
"54,4575","739,75","39,99","0,2925","-169,75","-6,6875",1,47,1,1,N,15247,"26622,10333","2436,36",NEW YORK CITY AREA,7,WCMB,6,Y,1000681
"30,495","43,75",30,0,"-14,75","-0,495",0,53,1,1,N,3275,9588,"2421,59",DALLAS AREA,3,NA,,N,1000682
"75,675",144,75,0,22,"-0,675",1,47,1,1,N,35779,"63324,03667","6890,99",NORTHWEST/ROCKY MOUNTAIN AREA,3,NA,3,N,1000683
"23,865",67,"23,58",0,-38,"-4,515",1,53,1,1,N,5517,16019,"2381,98",GREAT LAKES AREA,3,WCMB,7,Y,1000684
"109,33",2221,"62,48",0,-733,"-40,6",0,49,2,2,U,34153,"81292,07","4376,32",SOUTH FLORIDA AREA,9,WCMB,7,Y,1000685
"54,365",191,"52,3725",0,83,"-13,635",0,47,2,1,U,20913,"43473,07667","3778,86",SOUTH FLORIDA AREA,3,WC,,,1000686
"65,62","321,5",50,0,"-117,5","-13,63",0,49,2,1,Y,21323,"34324,07333","3428,43",GREAT LAKES AREA,11,WCMB,7,N,1000687
"106,6475","1093,5",50,0,"-119,5","13,0925",0,53,2,2,N,9495,"22982,01667","3178,39",PHILADELPHIA AREA,3,WCMB,9,Y,1000688
"219,9475",3142,75,0,347,"31,0325",0,53,2,1,Y,70411,"140779,4167","9700,52",SOUTHWEST AREA,5,WCMB,9,Y,1000689
"54,9875","292,25",55,0,"131,75","4,3125",0,51,1,1,Y,5783,"14281,01667","2895,78",SOUTH FLORIDA AREA,1,NA,3,N,1000690
35,"0,5",35,0,"-0,5",0,1,53,1,1,Y,316,851,"1702,29",GREAT LAKES AREA,1,NA,1,Y,1000691
"104,285","1088,5",50,0,"62,5","0,115",1,51,3,3,N,6563,26322,"2888,56",HOUSTON AREA,2,WC,7,Y,1000692
30,"131,25",30,0,"182,75",0,1,51,2,1,N,3127,7210,"1762,8",NORTHWEST/ROCKY MOUNTAIN AREA,7,WCMB,7,Y,1000693
"155,38","2776,75","84,99","0,0975","-37,75","-40,75",0,51,3,2,N,37953,"108829,4033","7172,93",SOUTHWEST AREA,18,WCMB,9,Y,1000694
5,0,5,0,0,0,1,53,1,1,N,4747,"9594,096667","1632,37",PHILADELPHIA AREA,1,NA,9,Y,1000695
"64,395","545,25",50,0,"-144,25","-4,405",0,53,1,1,U,11592,"27034,01667","3128,79",PHILADELPHIA AREA,3,WCMB,,N,1000696
"69,0125","682,25",55,0,"76,75","4,7175",0,51,3,3,N,21884,"41859,02","3718,74",SOUTH FLORIDA AREA,3,WCMB,7,Y,1000697
"17,49","8,75","16,99",0,"12,25","1,5",1,51,1,1,Y,322,672,"890,26",MIDWEST AREA,1,NA,7,Y,1000698
"31,925","376,75",30,0,"-237,75","-1,925",0,53,1,1,U,3129,"12075,13333","1398,64",DALLAS AREA,5,WCMB,4,Y,1000699
"54,9725","464,25",50,0,"-124,25","-4,9725",0,47,1,1,Y,5717,16455,"2434,84",NORTHWEST/ROCKY MOUNTAIN AREA,5,WCMB,9,Y,1000700
"131,1825","1037,5","69,99","0,71","243,5","-3,6525",0,51,1,1,N,11483,25997,"4142,79",NEW YORK CITY AREA,2,WCMB,3,N,1000701
"36,25","38,75",25,0,"-17,75","-9,25",1,51,1,1,Y,492,"885,02","1321,98",NEW YORK CITY AREA,1,NA,,N,1000702
"194,57",1268,"60,475",0,608,"124,84",0,51,1,1,N,9633,"24661,01667","3179,09",DALLAS AREA,4,WCMB,3,Y,1000703
"312,2575","2468,25","299,99","0,5675","-321,25","-1,1075",0,53,1,1,N,43638,"96932,05667","11744,15",SOUTHWEST AREA,6,WCMB,8,Y,1000704
"100,7075",503,"55,825",0,-284,"-50,7175",0,47,2,1,N,11310,"27523,05333","3544,61",SOUTH FLORIDA AREA,3,WCMB,5,Y,1000705
"208,5925",1346,"49,99","0,2925",-374,"-106,6425",0,46,1,1,N,9701,"25583,15","3730,66",OHIO AREA,2,WCMB,,N,1000706
"393,425","3784,75",75,"0,0975","203,25","28,425",1,46,1,1,N,39613,"97229,13667","8586,32",SOUTHWEST AREA,3,WCMB,5,Y,1000707
"35,305",71,"44,99",0,-22,"-0,315",1,46,2,1,Y,10618,20083,"2622,06",SOUTH FLORIDA AREA,2,WCMB,7,Y,1000708
"93,91","1222,25","59,99",0,"129,75","44,97",0,53,1,1,N,13039,33557,"2982,39",OHIO AREA,3,WC,8,Y,1000709
"49,5375","149,75","29,99",0,"-5,75","-11,1475",1,46,3,2,N,12579,"29772,30667","4402,02",SOUTHWEST AREA,4,WCMB,,N,1000710
"59,99","63,25","59,99",0,"-1,25",0,0,49,3,3,N,1411,2179,"1884,41",DALLAS AREA,1,NA,6,Y,1000711
"57,9375","760,25","49,99",0,"-27,25","-12,9575",1,51,4,2,N,11389,24276,"2571,39",NEW YORK CITY AREA,8,WCMB,7,Y,1000712
"29,99","149,25","29,99",0,"82,75",0,0,51,1,1,Y,14717,"28643,05333","3029,38",NORTHWEST/ROCKY MOUNTAIN AREA,2,WC,9,Y,1000713
